,strDrink,strCategory,strIngredients,Alc_type,Basic_cocktail_taste,Basic_taste,Value_ml,Value_gr,Garnish_type
0,57 Chevy with a White License Plate,Cocktail,Creme De Cacao White,Creamy Liqueur,Sweet,,30,,
1,57 Chevy with a White License Plate,Cocktail,Vodka,Vodka,Sweet,,30,, 
2,1-900-FUK-MEUP,Shot,Grand Marnier,Triple Sec,,,7.5,,
3,1-900-FUK-MEUP,Shot,Midori Melon Liqueur,Sweet Liqueur,,,7.5,,
4,1-900-FUK-MEUP,Shot,Malibu Rum,Rum,,,7.5,,
5,1-900-FUK-MEUP,Shot,Amaretto,Sweet Liqueur,,,7.5,,
6,1-900-FUK-MEUP,Shot,Cranberry Juice,,,sour,15,,
7,1-900-FUK-MEUP,Shot,Pineapple,,,sweet,7.5,,
8,1-900-FUK-MEUP,Shot,Chambord Raspberry Liqueur,Sweet Liqueur,,,7.5,,
9,1-900-FUK-MEUP,Shot,Absolut Kurant,Vodka,,,15,,
10,110 in the shade,Beer,Tequila,Tequila,Bitter,,45,,
11,110 in the shade,Beer,Lager,Beer,Bitter,,480,,
12,151 Florida Bushwacker,Milk / Float / Shake,Dark Creme De Cacao,Creamy Liqueur,Creamy,,30,,
13,151 Florida Bushwacker,Milk / Float / Shake,Coconut Liqueur,Sweet Liqueur,Creamy,,30,,
14,151 Florida Bushwacker,Milk / Float / Shake,Light Rum,Rum,Creamy,,15,,
15,151 Florida Bushwacker,Milk / Float / Shake,Milk,,Creamy,cream,90,,
16,151 Florida Bushwacker,Milk / Float / Shake,Cointreau,Triple Sec,Creamy,,30,,
17,151 Florida Bushwacker,Milk / Float / Shake,Malibu Rum,Rum,Creamy,,15,,
18,151 Florida Bushwacker,Milk / Float / Shake,Vanilla Ice-Cream,,Creamy,cream,,128,
19,151 Florida Bushwacker,Milk / Float / Shake,151 Proof Rum,Rum,Creamy,,15,,
20,155 Belmont,Cocktail,Light Rum,Rum,,,50,,
21,155 Belmont,Cocktail,Orange,,,sweet,25,,
22,155 Belmont,Cocktail,Vodka,Vodka,,,25,,
23,155 Belmont,Cocktail,Dark Rum,Rum,,,25,,
24,24k nightmare,Shot,Jägermeister,Bitters,Bitter,,15,,
25,24k nightmare,Shot,Goldschlager,Schnapps,Bitter,,15,,
26,24k nightmare,Shot,151 Proof Rum,Rum,Bitter,,15,,
27,24k nightmare,Shot,Rumple Minze,Rum,Bitter,,15,,
28,252,Shot,Wild Turkey,Whisky,Bitter,,12.5,,
29,252,Shot,151 Proof Rum,Rum,Bitter,,12.5,,
30,3 Wise Men,Shot,Jim Beam,Whisky,Bitter,,10,,
31,3 Wise Men,Shot,Johnnie Walker,Whisky,Bitter,,10,,
32,3 Wise Men,Shot,Jack Daniels,Whisky,Bitter,,10,,
33,3-Mile Long Island Iced Tea,Ordinary Drink,Light Rum,Rum,Sweet,,15,,
34,3-Mile Long Island Iced Tea,Ordinary Drink,Vodka,Vodka,Sweet,,15,,
35,3-Mile Long Island Iced Tea,Ordinary Drink,Coca-Cola,,Sweet,sweet,200,,
36,3-Mile Long Island Iced Tea,Ordinary Drink,Sweet And Sour,,Sweet,sweet,30,,
37,3-Mile Long Island Iced Tea,Ordinary Drink,Triple Sec,Triple Sec,Sweet,,15,,
38,3-Mile Long Island Iced Tea,Ordinary Drink,Bitters,Bitters,Sweet,,1,,
39,3-Mile Long Island Iced Tea,Ordinary Drink,Lemon,,Sweet,sour,,,wedge
40,3-Mile Long Island Iced Tea,Ordinary Drink,Gin,Gin,Sweet,,15,,
41,3-Mile Long Island Iced Tea,Ordinary Drink,Tequila,Tequila,Sweet,,15,,
42,410 Gone,Ordinary Drink,Coca-Cola,,Sweet,sweet,,,
43,410 Gone,Ordinary Drink,Peach Vodka,Vodka,Sweet,,75,,
44,50/50,Ordinary Drink,Orange,,Sweet,sweet,,,top up
45,50/50,Ordinary Drink,Vanilla Vodka,Vodka,Sweet,,75,,
46,50/50,Ordinary Drink,Grand Marnier,Triple Sec,Sweet,,6,,
47,501 Blue,Ordinary Drink,Sour Mix,,Sour,sour,,,
48,501 Blue,Ordinary Drink,Blueberry Schnapps,Schnapps,Sour,,,,
49,501 Blue,Ordinary Drink,Blue Curacao,Triple Sec,Sour,,,,
50,501 Blue,Ordinary Drink,Vodka,Vodka,Sour,,,,
51,501 Blue,Ordinary Drink,7-Up,,Sour,sweet,,,
52,69 Special,Ordinary Drink,7-Up,,Sour,sweet,120,,
53,69 Special,Ordinary Drink,Gin Dry,Gin,Sour,,60,,
54,69 Special,Ordinary Drink,Lemon,,Sour,sour,22.5,,
55,747,Shot,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,10,,
56,747,Shot,Kahlua,Creamy Liqueur,Creamy,,10,,
57,747,Shot,Frangelico,Sweet Liqueur,Creamy,,10,,
58,9 1/2 Weeks,Cocktail,Orange Curacao,Triple Sec,Fruity,,15,,
59,9 1/2 Weeks,Cocktail,Strawberry Liqueur,Sweet Liqueur,Fruity,,6,,
60,9 1/2 Weeks,Cocktail,Orange,,Fruity,sweet,30,,
61,9 1/2 Weeks,Cocktail,Absolut Citron,Vodka,Fruity,,60,,
62,A Day at the Beach,Ordinary Drink,Grenadine,,,sweet,15,,
63,A Day at the Beach,Ordinary Drink,Amaretto,Sweet Liqueur,,,15,,
64,A Day at the Beach,Ordinary Drink,Orange,,,sweet,120,,
65,A Day at the Beach,Ordinary Drink,Coconut Rum,Rum,,,30,,
66,A Furlong Too Late,Ordinary Drink,Ginger Beer,,Sour,sweet,120,,
67,A Furlong Too Late,Ordinary Drink,Lemon Peel,,Sour,sour,,,twist
68,A Furlong Too Late,Ordinary Drink,Light Rum,Rum,Sour,,60,,
69,A Gilligan's Island,Cocktail,Peach Schnapps,Schnapps,Fruity,,30,,
70,A Gilligan's Island,Cocktail,Cranberry Juice,,Fruity,sour,90,,
71,A Gilligan's Island,Cocktail,Orange,,Fruity,sweet,90,,
72,A Gilligan's Island,Cocktail,Vodka,Vodka,Fruity,,30,,
73,A Night In Old Mandalay,Ordinary Drink,Ginger Ale,,Sour,sweet,90,,
74,A Night In Old Mandalay,Ordinary Drink,Lemon Peel,,Sour,sour,,,twist
75,A Night In Old Mandalay,Ordinary Drink,Lemon,,Sour,sour,15,,
76,A Night In Old Mandalay,Ordinary Drink,Añejo Rum,Rum,Sour,,30,,
77,A Night In Old Mandalay,Ordinary Drink,Light Rum,Rum,Sour,,30,,
78,A Night In Old Mandalay,Ordinary Drink,Orange,,Sour,sweet,30,,
79,A Piece of Ass,Other/Unknown,Sour Mix,,Sour,sour,,,
80,A Piece of Ass,Other/Unknown,Amaretto,Sweet Liqueur,Sour,,25,,
81,A Piece of Ass,Other/Unknown,Southern Comfort,Whisky,Sour,,25,,
82,A Splash of Nash,Shot,Creme De Banane,Sweet Liqueur,Fruity,,15,,
83,A Splash of Nash,Shot,Midori Melon Liqueur,Sweet Liqueur,Fruity,,15,,
84,A Splash of Nash,Shot,Soda Water,,Fruity,sweet,60,,
85,A Splash of Nash,Shot,Cranberry Juice,,Fruity,sour,60,,
Sour,Sour,Sour,Sour,Sour,Sour,sour,22.5,,
87,A True Amaretto Sour,Cocktail,Cherry,,Sour,sweet,,,berry
88,A True Amaretto Sour,Cocktail,Amaretto,Sweet Liqueur,Sour,,44,,
89,A midsummernight dream,Ordinary Drink,Strawberries,,Fruity,sweet,150,,
90,A midsummernight dream,Ordinary Drink,Strawberry Liqueur,Sweet Liqueur,Fruity,,,4,
91,A midsummernight dream,Ordinary Drink,Kirschwasser,Brandy,Fruity,,30,,
92,A midsummernight dream,Ordinary Drink,Tonic Water,,Fruity,bitter,,,
93,A midsummernight dream,Ordinary Drink,Vodka,Vodka,Fruity,,60,,
94,A. J.,Ordinary Drink,Grapefruit Juice,,Bitter,bitter,30,,
95,A. J.,Ordinary Drink,Applejack,Brandy,Bitter,,45,,
96,A.D.M. (After Dinner Mint),Cocktail,Hot Chocolate,,Minty,cream,,,top up
97,A.D.M. (After Dinner Mint),Cocktail,Southern Comfort,Whisky,Minty,,22.5,,
98,A.D.M. (After Dinner Mint),Cocktail,Vodka,Vodka,Minty,,15,,
99,A.D.M. (After Dinner Mint),Cocktail,White Creme De Menthe,Sweet Liqueur,Minty,,15,,
100,A1,Cocktail,Grenadine,,Bitter,sweet,3.125,,
101,A1,Cocktail,Gin,Gin,Bitter,,43.75,,
102,A1,Cocktail,Lemon,,Bitter,sour,6.25,,
103,A1,Cocktail,Grand Marnier,Triple Sec,Bitter,,25,,
104,ABC,Shot,Amaretto,Sweet Liqueur,Creamy,,10,,
105,ABC,Shot,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,10,,
106,ABC,Shot,Cognac,Brandy,Creamy,,10,,
107,ACID,Shot,151 Proof Rum,Rum,Bitter,,30,,
108,ACID,Shot,Wild Turkey,Whisky,Bitter,,30,,
109,AT&T,Ordinary Drink,Tonic Water,,,water,120,,
110,AT&T,Ordinary Drink,Gin,Gin,,,30,,
111,AT&T,Ordinary Drink,Absolut Vodka,Vodka,,,30,,
112,Abbey Cocktail,Ordinary Drink,Orange,,Bitter,sweet,18.75,,
113,Abbey Cocktail,Ordinary Drink,Orange Bitters,Bitters,Bitter,,1,,
114,Abbey Cocktail,Ordinary Drink,Cherry,,Bitter,sweet,,,berry
115,Abbey Cocktail,Ordinary Drink,Gin,Gin,Bitter,,45,,
116,Abbey Martini,Cocktail,Sweet Vermouth,Vermouth,Bitter,,25,,
117,Abbey Martini,Cocktail,Orange,,Bitter,sweet,25,,
118,Abbey Martini,Cocktail,Angostura Bitters,Bitters,Bitter,,3,,
119,Abbey Martini,Cocktail,Gin,Gin,Bitter,,50,,
120,Abilene,Ordinary Drink,Peach Nectar,,Fruity,sweet,60,,
121,Abilene,Ordinary Drink,Orange,,Fruity,sweet,90,,
122,Abilene,Ordinary Drink,Dark Rum,Rum,Fruity,,45,,
123,Absolut Evergreen,Other/Unknown,Pisang Ambon,Sweet Liqueur,Sour,,10,,
124,Absolut Evergreen,Other/Unknown,Bitter Lemon,Bitters,Sour,,,,
125,Absolut Evergreen,Other/Unknown,Absolut Citron,Vodka,Sour,,20,,
126,Absolut Sex,Shot,Midori Melon Liqueur,Sweet Liqueur,Sweet,,22.5,,
127,Absolut Sex,Shot,7-Up,,Sweet,sweet,6,,
128,Absolut Sex,Shot,Cranberry Juice,,Sweet,sour,30,,
129,Absolut Sex,Shot,Absolut Kurant,Vodka,Sweet,,22.5,,
130,Absolut Stress #2,Ordinary Drink,Pineapple,,Fruity,sweet,45,,
131,Absolut Stress #2,Ordinary Drink,Peach Schnapps,Schnapps,Fruity,,15,,
132,Absolut Stress #2,Ordinary Drink,Coconut Liqueur,Sweet Liqueur,Fruity,,15,,
133,Absolut Stress #2,Ordinary Drink,Cranberry Juice,,Fruity,sour,45,,
134,Absolut Stress #2,Ordinary Drink,Absolut Vodka,Vodka,Fruity,,45,,
135,Absolut Summertime,Cocktail,Absolut Citron,Vodka,Sour,,45,,
136,Absolut Summertime,Cocktail,7-Up,,Sour,sweet,15,,
137,Absolut Summertime,Cocktail,Lemon,,Sour,sour,,,slice
138,Absolut Summertime,Cocktail,Sweet And Sour,,Sour,sweet,22.5,,
139,Absolut Summertime,Cocktail,Soda Water,,Sour,sweet,90,,
140,Absolut limousine,Other/Unknown,Lime,,Sour,sour,10,,
141,Absolut limousine,Other/Unknown,Tonic Water,,Sour,water,,,top up
142,Absolut limousine,Other/Unknown,Absolut Citron,Vodka,Sour,,20,,
143,Absolutely Cranberry Smash,Ordinary Drink,Ginger Ale,,Bitter,sweet,60,,
144,Absolutely Cranberry Smash,Ordinary Drink,Cranberry Juice,,Bitter,sour,120,,
145,Absolutely Cranberry Smash,Ordinary Drink,Absolut Vodka,Vodka,Bitter,,60,,
146,Absolutely Fabulous,Cocktail,Champagne,Champagne,,,,,top up
147,Absolutely Fabulous,Cocktail,Cranberry Juice,,,sour,50,,
148,Absolutely Fabulous,Cocktail,Vodka,Vodka,,,25,,
149,Absolutly Screwed Up,Cocktail,Ginger Ale,,Bitter,sweet,,,top up
150,Absolutly Screwed Up,Cocktail,Triple Sec,Triple Sec,Bitter,,25,,
151,Absolutly Screwed Up,Cocktail,Absolut Citron,Vodka,Bitter,,25,,
152,Absolutly Screwed Up,Cocktail,Orange,,Bitter,sweet,25,,
153,Acapulco,Ordinary Drink,Mint,,Minty,mint,,10,leaf(ves)
154,Acapulco,Ordinary Drink,Egg,,Minty,egg,45,,
155,Acapulco,Ordinary Drink,Light Rum,Rum,Minty,,45,,
156,Acapulco,Ordinary Drink,Lime,,Minty,sour,,14,
157,Acapulco,Ordinary Drink,Triple Sec,Triple Sec,Minty,,,6,
158,Acapulco,Ordinary Drink,Sugar,,Minty,sweet,,4,
159,Ace,Cocktail,Milk,,Creamy,cream,12.5,,
160,Ace,Cocktail,Grenadine,,Creamy,sweet,12.5,,
161,Ace,Cocktail,Egg,,Creamy,egg,22.5,,
162,Ace,Cocktail,Gin,Gin,Creamy,,50,,
163,Ace,Cocktail,Cream,,Creamy,cream,12.5,,
164,Adam,Ordinary Drink,Lemon,,Sour,sour,30,,
165,Adam,Ordinary Drink,Dark Rum,Rum,Sour,,60,,
166,Adam,Ordinary Drink,Grenadine,,Sour,sweet,,4,
167,Adam & Eve,Cocktail,Lemon,,Bitter,sour,3.125,,
168,Adam & Eve,Cocktail,Creme De Cassis,Sweet Liqueur,Bitter,,25,,
169,Adam & Eve,Cocktail,Cognac,Brandy,Bitter,,25,,
170,Adam & Eve,Cocktail,Gin,Gin,Bitter,,25,,
171,Adam Bomb,Punch / Party Drink,Triple Sec,Triple Sec,Fruity,,15,,
172,Adam Bomb,Punch / Party Drink,Salt,,Fruity,salty,,0.72,
173,Adam Bomb,Punch / Party Drink,Fruit Juice,,Fruity,sweet,946,,
174,Adam Bomb,Punch / Party Drink,Vodka,Vodka,Fruity,,30,,
175,Adam Bomb,Punch / Party Drink,Tequila,Tequila,Fruity,,30,,
176,Adam Bomb,Punch / Party Drink,Rum,Rum,Fruity,,30,,
177,Adam Sunrise,Ordinary Drink,Water,,Sweet,water,15,,
178,Adam Sunrise,Ordinary Drink,Sugar,,Sweet,sweet,,40,
179,Adam Sunrise,Ordinary Drink,Lemon,,Sweet,sour,165,,
180,Adam Sunrise,Ordinary Drink,Vodka,Vodka,Sweet,,15,,
181,Addington,Cocktail,Dry Vermouth,Vermouth,Bitter,,25,,
182,Addington,Cocktail,Soda Water,,Bitter,sweet,,,top up
183,Addington,Cocktail,Sweet Vermouth,Vermouth,Bitter,,50,,
184,Addison,Cocktail,Vermouth,Vermouth,Bitter,,37.5,,
185,Addison,Cocktail,Gin,Gin,Bitter,,37.5,,
186,Addison Special,Cocktail,Grenadine,,Fruity,sweet,,14,
187,Addison Special,Cocktail,Orange,,Fruity,sweet,,,top up
188,Addison Special,Cocktail,Vodka,Vodka,Fruity,,25,,
189,Adios Amigos Cocktail,Cocktail,Rum,Rum,Sour,,25,,
190,Adios Amigos Cocktail,Cocktail,Cognac,Brandy,Sour,,12.5,,
191,Adios Amigos Cocktail,Cocktail,Lime,,Sour,sour,6.25,,
192,Adios Amigos Cocktail,Cocktail,Dry Vermouth,Vermouth,Sour,,12.5,,
193,Adios Amigos Cocktail,Cocktail,Sugar Syrup,,Sour,sweet,6.25,,
194,Adios Amigos Cocktail,Cocktail,Water,,Sour,water,12.5,,
195,Adios Amigos Cocktail,Cocktail,Gin,Gin,Sour,,12.5,,
196,Adonis Cocktail,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,22.5,,
197,Adonis Cocktail,Ordinary Drink,Orange Bitters,Bitters,Bitter,,1,,
198,Adonis Cocktail,Ordinary Drink,Sherry Dry,Brandy,Bitter,,45,,
199,Affair,Ordinary Drink,Orange,,Fruity,sweet,60,,
200,Affair,Ordinary Drink,Cranberry Juice,,Fruity,sour,60,,
201,Affair,Ordinary Drink,Club Soda,,Fruity,sweet,,,
202,Affair,Ordinary Drink,Strawberry Schnapps,Schnapps,Fruity,,60,,
203,Affinity,Ordinary Drink,Orange Bitters,Bitters,Bitter,,2,,
204,Affinity,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,30,,
205,Affinity,Ordinary Drink,Scotch,Whisky,Bitter,,45,,
206,Affinity,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,30,,
207,After Dinner Cocktail,Ordinary Drink,Apricot Brandy,Brandy,Sour,,30,,
208,After Dinner Cocktail,Ordinary Drink,Triple Sec,Triple Sec,Sour,,30,,
209,After Dinner Cocktail,Ordinary Drink,Lime,,Sour,sour,30,,
210,After Dinner Cocktail,Ordinary Drink,Lime,,Sour,sour,30,,
211,After Five,Shot,Kahlua,Creamy Liqueur,Creamy,,,,
212,After Five,Shot,Peppermint Schnapps,Schnapps,Creamy,,,,
213,After Five,Shot,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,,,
214,After Supper Cocktail,Ordinary Drink,Triple Sec,Triple Sec,Sour,,30,,
215,After Supper Cocktail,Ordinary Drink,Lemon,,Sour,sour,,2,
216,After Supper Cocktail,Ordinary Drink,Apricot Brandy,Brandy,Sour,,30,,
217,After sex,Ordinary Drink,Orange,,Fruity,sweet,,,
218,After sex,Ordinary Drink,Vodka,Vodka,Fruity,,20,,
219,After sex,Ordinary Drink,Creme De Banane,Sweet Liqueur,Fruity,,10,,
220,Afternoon,Coffee / Tea,Kahlua,Creamy Liqueur,Creamy,,10,,
221,Afternoon,Coffee / Tea,Cream,,Creamy,cream,,,
222,Afternoon,Coffee / Tea,Frangelico,Sweet Liqueur,Creamy,,37.5,,
223,Afternoon,Coffee / Tea,Coffee,,Creamy,bitter,40,,
224,Afternoon,Coffee / Tea,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,10,,
225,Alabama Slammer,Ordinary Drink,Southern Comfort,Whisky,Bitter,,30,,
226,Alabama Slammer,Ordinary Drink,Sloe Gin,Gin,Bitter,,15,,
227,Alabama Slammer,Ordinary Drink,Lemon,,Bitter,sour,1,,
228,Alabama Slammer,Ordinary Drink,Amaretto,Sweet Liqueur,Bitter,,30,,
229,Alaska Cocktail,Ordinary Drink,Orange Bitters,Bitters,Sour,,2,,
230,Alaska Cocktail,Ordinary Drink,Gin,Gin,Sour,,45,,
231,Alaska Cocktail,Ordinary Drink,Lemon Peel,,Sour,sour,,,twist
232,Alaska Cocktail,Ordinary Drink,Yellow Chartreuse,Sweet Liqueur,Sour,,22.5,,
233,Alexander,Ordinary Drink,Creme De Cacao White,Creamy Liqueur,Creamy,,15,,
234,Alexander,Ordinary Drink,Gin,Gin,Creamy,,15,,
235,Alexander,Ordinary Drink,Nutmeg,,Creamy,spicy,,,grated
236,Alexander,Ordinary Drink,Cream,,Creamy,cream,60,,
237,Alfie Cocktail,Ordinary Drink,Lemon Vodka,Vodka,Sour,,45,,
238,Alfie Cocktail,Ordinary Drink,Triple Sec,Triple Sec,Sour,,1,,
239,Alfie Cocktail,Ordinary Drink,Pineapple,,Sour,sweet,,14,
240,Algonquin,Ordinary Drink,Blended Whiskey,Whisky,Bitter,,45,,
241,Algonquin,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,30,,
242,Algonquin,Ordinary Drink,Pineapple,,Bitter,sweet,30,,
243,Alice in Wonderland,Ordinary Drink,Amaretto,Sweet Liqueur,Bitter,,25,,
244,Alice in Wonderland,Ordinary Drink,Grand Marnier,Triple Sec,Bitter,,25,,
245,Alice in Wonderland,Ordinary Drink,Southern Comfort,Whisky,Bitter,,25,,
246,Allegheny,Ordinary Drink,Lemon Peel,,Bitter,sour,,,twist
247,Allegheny,Ordinary Drink,Bourbon,Whisky,Bitter,,30,,
248,Allegheny,Ordinary Drink,Lemon,,Bitter,sour,,6,
249,Allegheny,Ordinary Drink,Blackberry Brandy,Brandy,Bitter,,,6,
250,Allegheny,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,30,,
251,Allies Cocktail,Ordinary Drink,Kummel,,Bitter,spicy,,2,
252,Allies Cocktail,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,30,,
253,Allies Cocktail,Ordinary Drink,Gin,Gin,Bitter,,30,,
254,Almeria,Ordinary Drink,Dark Rum,Rum,Creamy,,60,,
255,Almeria,Ordinary Drink,Egg,,Creamy,egg,45,,
256,Almeria,Ordinary Drink,Kahlua,Creamy Liqueur,Creamy,,30,,
257,Almond Chocolate Coffee,Ordinary Drink,Dark Creme De Cacao,Creamy Liqueur,Creamy,,15,,
258,Almond Chocolate Coffee,Ordinary Drink,Coffee,,Creamy,bitter,240,,
259,Almond Chocolate Coffee,Ordinary Drink,Amaretto,Sweet Liqueur,Creamy,,22.5,,
260,Almond Joy,Ordinary Drink,Cream,,Creamy,cream,60,,
261,Almond Joy,Ordinary Drink,Creme De Cacao White,Creamy Liqueur,Creamy,,15,,
262,Almond Joy,Ordinary Drink,Amaretto,Sweet Liqueur,Creamy,,15,,
263,Amaretto And Cream,Ordinary Drink,Amaretto,Sweet Liqueur,Creamy,,45,,
264,Amaretto And Cream,Ordinary Drink,Cream,,Creamy,cream,45,,
265,Amaretto Mist,Ordinary Drink,Amaretto,Sweet Liqueur,Sour,,45,,
266,Amaretto Mist,Ordinary Drink,Lime,,Sour,sour,30,,
267,Amaretto Rose,Ordinary Drink,Amaretto,Sweet Liqueur,Sour,,45,,
268,Amaretto Rose,Ordinary Drink,Lime,,Sour,sour,15,,
269,Amaretto Rose,Ordinary Drink,Club Soda,,Sour,sweet,,,
270,Amaretto Shake,Ordinary Drink,Brandy,Brandy,Creamy,,60,,
271,Amaretto Shake,Ordinary Drink,Chocolate Ice-Cream,,Creamy,cream,120,,
272,Amaretto Shake,Ordinary Drink,Amaretto,Sweet Liqueur,Creamy,,60,,
273,Amaretto Sour,Ordinary Drink,Sour Mix,,Sour,sour,90,,
274,Amaretto Sour,Ordinary Drink,Amaretto,Sweet Liqueur,Sour,,45,,
275,Amaretto Stinger,Ordinary Drink,White Creme De Menthe,Sweet Liqueur,Minty,,22.5,,
276,Amaretto Stinger,Ordinary Drink,Amaretto,Sweet Liqueur,Minty,,45,,
277,Amaretto Stone Sour,Other/Unknown,Orange,,Sour,sweet,30,,
278,Amaretto Stone Sour,Other/Unknown,Amaretto,Sweet Liqueur,Sour,,30,,
279,Amaretto Stone Sour,Other/Unknown,Sour Mix,,Sour,sour,30,,
280,Amaretto Stone Sour #3,Other/Unknown,Amaretto,Sweet Liqueur,Sour,,60,,
281,Amaretto Stone Sour #3,Other/Unknown,Orange,,Sour,sweet,6,,
282,Amaretto Stone Sour #3,Other/Unknown,Tequila,Tequila,Sour,,60,,
283,Amaretto Stone Sour #3,Other/Unknown,Sour Mix,,Sour,sour,60,,
284,Amaretto Sunrise,Ordinary Drink,Grenadine,,Fruity,sweet,2.5,,
285,Amaretto Sunrise,Ordinary Drink,Amaretto,Sweet Liqueur,Fruity,,10,,
286,Amaretto Sunrise,Ordinary Drink,Orange,,Fruity,sweet,120,,
287,Amaretto Sunset,Ordinary Drink,Amaretto,Sweet Liqueur,Sour,,75,,
288,Amaretto Sunset,Ordinary Drink,Triple Sec,Triple Sec,Sour,,22,,
289,Amaretto Sunset,Ordinary Drink,Cider,Cider,Sour,,,64,
290,Amaretto Sweet & Sour,Punch / Party Drink,Pineapple,,Sweet,sweet,,,
291,Amaretto Sweet & Sour,Punch / Party Drink,Amaretto,Sweet Liqueur,Sweet,,,,
292,Amaretto Sweet & Sour,Punch / Party Drink,Midori Melon Liqueur,Sweet Liqueur,Sweet,,,,
293,Amaretto Sweet & Sour,Punch / Party Drink,Sweet And Sour,,Sweet,sweet,,,
294,Amaretto Tea,Ordinary Drink,Whipped Cream,,Creamy,cream,,,ml
295,Amaretto Tea,Ordinary Drink,Amaretto,Sweet Liqueur,Creamy,,60,,
296,Amaretto Tea,Ordinary Drink,Tea,,Creamy,bitter,180,,
297,Americano,Ordinary Drink,Lemon Peel,,Bitter,sour,,,twist
298,Americano,Ordinary Drink,Campari,Campari,Bitter,,30,,
299,Americano,Ordinary Drink,Orange Peel,,Bitter,sweet,,,twist
300,Americano,Ordinary Drink,Sweet Vermouth Red,Vermouth,Bitter,,30,,
301,Angel Face,Ordinary Drink,Gin,Gin,Sour,,30,,
302,Angel Face,Ordinary Drink,Apricot Brandy,Brandy,Sour,,15,,
303,Angel Face,Ordinary Drink,Apple Brandy,Brandy,Sour,,15,,
304,Apple Cider Punch #1,Punch / Party Drink,Allspice,,,spicy,,,whole
305,Apple Cider Punch #1,Punch / Party Drink,Orange,,,sweet,180,,
306,Apple Cider Punch #1,Punch / Party Drink,Cinnamon,,,spicy,,,sticks
307,Apple Cider Punch #1,Punch / Party Drink,Apple Cider,Cider,,,3784,,
308,Apple Cider Punch #1,Punch / Party Drink,Lemon,,,sour,180,,
309,Apple Cider Punch #1,Punch / Party Drink,Cloves,,,spicy,,,whole
310,Apple Cider Punch #1,Punch / Party Drink,Nutmeg,,,spicy,5,,
311,Apple Cider Punch #1,Punch / Party Drink,Brown Sugar,,,sweet,,128,
312,Apple Grande,Punch / Party Drink,Apple Cider,Cider,Bitter,,360,,
313,Apple Grande,Punch / Party Drink,Tequila,Tequila,Bitter,,90,,
314,Apple Pie with A Crust,Other/Unknown,Malibu Rum,Rum,Fruity,,30,,
315,Apple Pie with A Crust,Other/Unknown,Cinnamon,,Fruity,spicy,3,,
316,Apple Pie with A Crust,Other/Unknown,Apple Juice,,Fruity,sweet,90,,
317,Apple Slammer,Shot,Apple Schnapps,Schnapps,Sweet,,30,,
318,Apple Slammer,Shot,7-Up,,Sweet,sweet,30,,
319,Applecar,Ordinary Drink,Applejack,Brandy,Sour,,30,,
320,Applecar,Ordinary Drink,Lemon,,Sour,sour,30,,
321,Applecar,Ordinary Drink,Triple Sec,Triple Sec,Sour,,30,,
322,Applejack,Cocktail,Jack Daniels,Whisky,Sour,,30,,
323,Applejack,Cocktail,Sour Mix,,Sour,sour,60,,
324,Applejack,Cocktail,Midori Melon Liqueur,Sweet Liqueur,Sour,,15,,
325,Apricot Lady,Ordinary Drink,Triple Sec,Triple Sec,Sour,,,4,
326,Apricot Lady,Ordinary Drink,Orange,,Sour,sweet,,,slice
327,Apricot Lady,Ordinary Drink,Light Rum,Rum,Sour,,45,,
328,Apricot Lady,Ordinary Drink,Apricot Brandy,Brandy,Sour,,30,,
329,Apricot Lady,Ordinary Drink,Lemon,,Sour,sour,15,,
330,Apricot Lady,Ordinary Drink,Egg,,Sour,egg,45,,
331,Apricot punch,Punch / Party Drink,Vodka,Vodka,Fruity,,150,,
332,Apricot punch,Punch / Party Drink,Orange,,Fruity,sweet,1892.5,,
333,Apricot punch,Punch / Party Drink,Champagne,Champagne,Fruity,,600,,
334,Apricot punch,Punch / Party Drink,7-Up,,Fruity,sweet,4000,,
335,Apricot punch,Punch / Party Drink,Apricot Brandy,Brandy,Fruity,,946,,
336,Archbishop,Ordinary Drink,Benedictine,Sweet Liqueur,Sour,,,4,
337,Archbishop,Ordinary Drink,Lime,,Sour,sour,30,,
338,Archbishop,Ordinary Drink,Gin,Gin,Sour,,60,,
339,Archbishop,Ordinary Drink,Green Ginger Wine,Wine,Sour,,30,,
340,Arctic Fish,Punch / Party Drink,Orange,,Sweet,sweet,10,,
341,Arctic Fish,Punch / Party Drink,Candy,,Sweet,sweet,,,jelly fish (candy)
342,Arctic Fish,Punch / Party Drink,Grape Soda,,Sweet,sweet,10,,
343,Arctic Fish,Punch / Party Drink,Vodka,Vodka,Sweet,,10,,
344,Arctic Mouthwash,Punch / Party Drink,Maui Blue,Schnapps,Sweet,,150,,
345,Arctic Mouthwash,Punch / Party Drink,7-Up,,Sweet,sweet,150,,
346,Arise My Love,Ordinary Drink,Champagne,Champagne,Minty,,,,
